item_id,image,image_id_ext,result,label,ratio,is_golden,type
1353720250152,http://labelimages.avito.ru/15464031619.jpg,15464031619,10,коридор / прихожая,1.0,0,toloka
1353879751595,http://labelimages.avito.ru/15467115078.jpg,15467115078,6,детская,1.0,0,toloka
1292746751111,http://labelimages.avito.ru/15473201708.jpg,15473201708,12,балкон / лоджия,1.0,0,toloka
1354110500749,http://labelimages.avito.ru/15473718448.jpg,15473718448,7,ванная комната,1.0,0,toloka
1351120250264,http://labelimages.avito.ru/15484741413.jpg,15484741413,16,другое,1.0,0,toloka
1354054501296,http://labelimages.avito.ru/15496441289.jpg,15496441289,14,дом снаружи / двор,1.0,0,toloka
1355023250559,http://labelimages.avito.ru/15496573286.jpg,15496573286,11,гардеробная / кладовая / постирочная,0.666666666666667,0,toloka
1356575000968,http://labelimages.avito.ru/15498987911.jpg,15498987911,19,комната без мебели,1.0,0,toloka
1351754001463,http://labelimages.avito.ru/15500275891.jpg,15500275891,4,спальня,1.0,0,toloka
1355540251800,http://labelimages.avito.ru/15502275145.jpg,15502275145,9,совмещенный санузел,0.666666666666667,0,toloka
1339299250349,http://labelimages.avito.ru/15502495793.jpg,15502495793,13,вид из окна / с балкона,0.666666666666667,0,toloka
1355426001892,http://labelimages.avito.ru/15506908277.jpg,15506908277,9,совмещенный санузел,1.0,0,toloka
1354930500127,http://labelimages.avito.ru/15510796143.jpg,15510796143,6,детская,1.0,0,toloka
1352241251531,http://labelimages.avito.ru/15510847236.jpg,15510847236,18,не могу дать ответ / не ясно,0.666666666666667,0,toloka
1301183250435,http://labelimages.avito.ru/15512554485.jpg,15512554485,14,дом снаружи / двор,1.0,0,toloka
1349922251265,http://labelimages.avito.ru/15520946950.jpg,15520946950,14,дом снаружи / двор,0.666666666666667,0,toloka
1344684750173,http://labelimages.avito.ru/15521043291.jpg,15521043291,16,другое,0.666666666666667,0,toloka
1348289750118,http://labelimages.avito.ru/15526331404.jpg,15526331404,19,комната без мебели,1.0,0,toloka
1354815500326,http://labelimages.avito.ru/15529516354.jpg,15529516354,8,туалет,1.0,0,toloka
1358325752817,http://labelimages.avito.ru/15539799911.jpg,15539799911,6,детская,1.0,0,toloka
1356084750883,http://labelimages.avito.ru/15599740593.jpg,15599740593,3,гостиная,0.666666666666667,0,toloka
1355035251789,http://labelimages.avito.ru/15606837522.jpg,15606837522,2,универсальная комната,1.0,0,toloka
1357945251339,http://labelimages.avito.ru/15607191084.jpg,15607191084,14,дом снаружи / двор,0.666666666666667,0,toloka
1359512502368,http://labelimages.avito.ru/15608640002.jpg,15608640002,10,коридор / прихожая,1.0,0,toloka
1344871750314,http://labelimages.avito.ru/15615879539.jpg,15615879539,6,детская,1.0,0,toloka
1361031501225,http://labelimages.avito.ru/15642543962.jpg,15642543962,2,универсальная комната,0.666666666666667,0,toloka
1361669750606,http://labelimages.avito.ru/15656054933.jpg,15656054933,4,спальня,1.0,0,toloka
1362169250578,http://labelimages.avito.ru/15668709522.jpg,15668709522,1,кухня-гостиная,1.0,0,toloka
1362278000194,http://labelimages.avito.ru/15671862181.jpg,15671862181,0,кухня / столовая,1.0,0,toloka
1362594750662,http://labelimages.avito.ru/15679822092.jpg,15679822092,18,не могу дать ответ / не ясно,0.666666666666667,0,toloka
1295675000797,http://labelimages.avito.ru/15681683050.jpg,15681683050,2,универсальная комната,0.666666666666667,0,toloka
1362747251820,http://labelimages.avito.ru/15685758497.jpg,15685758497,10,коридор / прихожая,1.0,0,toloka
1363715750072,http://labelimages.avito.ru/15687763779.jpg,15687763779,8,туалет,1.0,0,toloka
1355391000557,http://labelimages.avito.ru/15726544252.jpg,15726544252,1,кухня-гостиная,0.666666666666667,0,toloka
1355905000107,http://labelimages.avito.ru/15731983462.jpg,15731983462,19,комната без мебели,1.0,0,toloka
1364941501522,http://labelimages.avito.ru/15745565714.jpg,15745565714,8,туалет,1.0,0,toloka
1365581000507,http://labelimages.avito.ru/15759397068.jpg,15759397068,9,совмещенный санузел,1.0,0,toloka
1365854750361,http://labelimages.avito.ru/15764266399.jpg,15764266399,2,универсальная комната,0.666666666666667,0,toloka
1365852000516,http://labelimages.avito.ru/15764561751.jpg,15764561751,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
1368874251015,http://labelimages.avito.ru/15775961882.jpg,15775961882,14,дом снаружи / двор,1.0,0,toloka
1366373250667,http://labelimages.avito.ru/15780249515.jpg,15780249515,9,совмещенный санузел,0.666666666666667,0,toloka
1359229750737,http://labelimages.avito.ru/15788762160.jpg,15788762160,14,дом снаружи / двор,1.0,0,toloka
1366914000941,http://labelimages.avito.ru/15797097513.jpg,15797097513,7,ванная комната,1.0,0,toloka
1292190250471,http://labelimages.avito.ru/15807010147.jpg,15807010147,16,другое,0.666666666666667,0,toloka
1283956500151,http://labelimages.avito.ru/15807549500.jpg,15807549500,1,кухня-гостиная,0.666666666666667,0,toloka
1359847000097,http://labelimages.avito.ru/15807820223.jpg,15807820223,15,подъезд / лестничная площадка,1.0,0,toloka
1295096000273,http://labelimages.avito.ru/15814506179.jpg,15814506179,19,комната без мебели,0.666666666666667,0,toloka
1367604003110,http://labelimages.avito.ru/15815105752.jpg,15815105752,7,ванная комната,1.0,0,toloka
1363276751978,http://labelimages.avito.ru/15818157151.jpg,15818157151,19,комната без мебели,0.666666666666667,0,toloka
1367630754002,http://labelimages.avito.ru/15820388813.jpg,15820388813,4,спальня,1.0,0,toloka
1241605500536,http://labelimages.avito.ru/15821632511.jpg,15821632511,6,детская,1.0,0,toloka
1367716750096,http://labelimages.avito.ru/15822688777.jpg,15822688777,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
1367736251902,http://labelimages.avito.ru/15823723808.jpg,15823723808,10,коридор / прихожая,1.0,0,toloka
1368099250279,http://labelimages.avito.ru/15831196965.jpg,15831196965,8,туалет,0.666666666666667,0,toloka
1356096001640,http://labelimages.avito.ru/15849212475.jpg,15849212475,18,не могу дать ответ / не ясно,1.0,0,toloka
1298319500163,http://labelimages.avito.ru/15861520528.jpg,15861520528,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
1283096500327,http://labelimages.avito.ru/15862598024.jpg,15862598024,10,коридор / прихожая,1.0,0,toloka
1369928250953,http://labelimages.avito.ru/15877791750.jpg,15877791750,19,комната без мебели,1.0,0,toloka
1350188000975,http://labelimages.avito.ru/15895974663.jpg,15895974663,13,вид из окна / с балкона,1.0,0,toloka
1359369500754,http://labelimages.avito.ru/15898146708.jpg,15898146708,2,универсальная комната,0.666666666666667,0,toloka
1370563250216,http://labelimages.avito.ru/15898518440.jpg,15898518440,10,коридор / прихожая,1.0,0,toloka
1302451750098,http://labelimages.avito.ru/15917713786.jpg,15917713786,1,кухня-гостиная,0.666666666666667,0,toloka
1374266002184,http://labelimages.avito.ru/15922441537.jpg,15922441537,8,туалет,1.0,0,toloka
1370963501274,http://labelimages.avito.ru/15923744180.jpg,15923744180,12,балкон / лоджия,1.0,0,toloka
1356642500404,http://labelimages.avito.ru/15925090699.jpg,15925090699,16,другое,0.666666666666667,0,toloka
1371512000517,http://labelimages.avito.ru/15926591754.jpg,15926591754,10,коридор / прихожая,0.666666666666667,0,toloka
1371893750712,http://labelimages.avito.ru/15935477752.jpg,15935477752,2,универсальная комната,0.666666666666667,0,toloka
1372355751330,http://labelimages.avito.ru/15948362819.jpg,15948362819,3,гостиная,1.0,0,toloka
1372454500172,http://labelimages.avito.ru/15951072682.jpg,15951072682,15,подъезд / лестничная площадка,0.666666666666667,0,toloka
1372494752083,http://labelimages.avito.ru/15952534971.jpg,15952534971,10,коридор / прихожая,0.666666666666667,0,toloka
1371399000573,http://labelimages.avito.ru/15961672258.jpg,15961672258,10,коридор / прихожая,1.0,0,toloka
1373128002393,http://labelimages.avito.ru/15970380997.jpg,15970380997,10,коридор / прихожая,1.0,0,toloka
1373162500859,http://labelimages.avito.ru/15970536217.jpg,15970536217,0,кухня / столовая,0.666666666666667,0,toloka
1373189250054,http://labelimages.avito.ru/15973180327.jpg,15973180327,16,другое,0.666666666666667,0,toloka
1373661252881,http://labelimages.avito.ru/15983684806.jpg,15983684806,7,ванная комната,1.0,0,toloka
1373699250603,http://labelimages.avito.ru/15986426154.jpg,15986426154,2,универсальная комната,0.666666666666667,0,toloka
1373777751339,http://labelimages.avito.ru/15989501742.jpg,15989501742,19,комната без мебели,1.0,0,toloka
1374013000040,http://labelimages.avito.ru/15993670986.jpg,15993670986,4,спальня,1.0,0,toloka
1374153252498,http://labelimages.avito.ru/15998765367.jpg,15998765367,8,туалет,1.0,0,toloka
1374160500563,http://labelimages.avito.ru/15999618414.jpg,15999618414,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
1374270751671,http://labelimages.avito.ru/16002698570.jpg,16002698570,4,спальня,0.666666666666667,0,toloka
1374589752425,http://labelimages.avito.ru/16009728625.jpg,16009728625,6,детская,1.0,0,toloka
1374264001040,http://labelimages.avito.ru/16010507181.jpg,16010507181,9,совмещенный санузел,0.666666666666667,0,toloka
1374633000116,http://labelimages.avito.ru/16010555621.jpg,16010555621,7,ванная комната,1.0,0,toloka
1375037250022,http://labelimages.avito.ru/16022478137.jpg,16022478137,12,балкон / лоджия,1.0,0,toloka
1375150252582,http://labelimages.avito.ru/16027242203.jpg,16027242203,10,коридор / прихожая,1.0,0,toloka
1375166503009,http://labelimages.avito.ru/16028640691.jpg,16028640691,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
1375290505288,http://labelimages.avito.ru/16033177155.jpg,16033177155,9,совмещенный санузел,1.0,0,toloka
1345407000284,http://labelimages.avito.ru/15279842786.jpg,15279842786,15,подъезд / лестничная площадка,1.0,0,toloka
1345463751207,http://labelimages.avito.ru/15281374136.jpg,15281374136,19,комната без мебели,1.0,0,toloka
1345534000447,http://labelimages.avito.ru/15282145737.jpg,15282145737,8,туалет,1.0,0,toloka
1346154500862,http://labelimages.avito.ru/15292792698.jpg,15292792698,9,совмещенный санузел,1.0,0,toloka
1346322753136,http://labelimages.avito.ru/15297408522.jpg,15297408522,0,кухня / столовая,1.0,0,toloka
1346322250487,http://labelimages.avito.ru/15297753779.jpg,15297753779,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
1357773500941,http://labelimages.avito.ru/15305496549.jpg,15305496549,12,балкон / лоджия,1.0,0,toloka
1352700750894,http://labelimages.avito.ru/15316748263.jpg,15316748263,15,подъезд / лестничная площадка,0.666666666666667,0,toloka
1347419750892,http://labelimages.avito.ru/15322428712.jpg,15322428712,14,дом снаружи / двор,0.666666666666667,0,toloka
1347549000808,http://labelimages.avito.ru/15325824186.jpg,15325824186,8,туалет,0.666666666666667,0,toloka
1341444501944,http://labelimages.avito.ru/15344723399.jpg,15344723399,15,подъезд / лестничная площадка,1.0,0,toloka
1341498000761,http://labelimages.avito.ru/15344967881.jpg,15344967881,14,дом снаружи / двор,1.0,0,toloka
1300723500319,http://labelimages.avito.ru/15346614022.jpg,15346614022,6,детская,0.666666666666667,0,toloka
1348903750143,http://labelimages.avito.ru/15356957415.jpg,15356957415,4,спальня,1.0,0,toloka
1348904751002,http://labelimages.avito.ru/15357483221.jpg,15357483221,3,гостиная,1.0,0,toloka
1350985500569,http://labelimages.avito.ru/15358654837.jpg,15358654837,19,комната без мебели,0.666666666666667,0,toloka
1349326500754,http://labelimages.avito.ru/15359473521.jpg,15359473521,4,спальня,1.0,0,toloka
1365899001757,http://labelimages.avito.ru/15371044252.jpg,15371044252,15,подъезд / лестничная площадка,0.666666666666667,0,toloka
1349528250392,http://labelimages.avito.ru/15371354761.jpg,15371354761,10,коридор / прихожая,1.0,0,toloka
1335402505051,http://labelimages.avito.ru/15396809685.jpg,15396809685,12,балкон / лоджия,0.666666666666667,0,toloka
1347902503612,http://labelimages.avito.ru/15407904107.jpg,15407904107,5,кабинет,0.666666666666667,0,toloka
1351754003314,http://labelimages.avito.ru/15419063406.jpg,15419063406,13,вид из окна / с балкона,1.0,0,toloka
1351753753217,http://labelimages.avito.ru/15423645545.jpg,15423645545,15,подъезд / лестничная площадка,1.0,0,toloka
1295003752829,http://labelimages.avito.ru/15425607853.jpg,15425607853,19,комната без мебели,1.0,0,toloka
1352180501804,http://labelimages.avito.ru/15427746441.jpg,15427746441,9,совмещенный санузел,1.0,0,toloka
1304742751447,http://labelimages.avito.ru/15431188673.jpg,15431188673,14,дом снаружи / двор,1.0,0,toloka
1352828250895,http://labelimages.avito.ru/15434534477.jpg,15434534477,7,ванная комната,0.666666666666667,0,toloka
1336890002370,http://labelimages.avito.ru/15435802344.jpg,15435802344,6,детская,1.0,0,toloka
1349468504082,http://labelimages.avito.ru/15438303871.jpg,15438303871,2,универсальная комната,0.666666666666667,0,toloka
1337168000602,http://labelimages.avito.ru/15439220567.jpg,15439220567,3,гостиная,0.666666666666667,0,toloka
1356096750133,http://labelimages.avito.ru/15440595225.jpg,15440595225,18,не могу дать ответ / не ясно,1.0,0,toloka
1306988750786,http://labelimages.avito.ru/15448246666.jpg,15448246666,18,не могу дать ответ / не ясно,0.666666666666667,0,toloka
1348274750387,http://labelimages.avito.ru/15460714008.jpg,15460714008,2,универсальная комната,0.666666666666667,0,toloka
1353717000084,http://labelimages.avito.ru/15464055284.jpg,15464055284,9,совмещенный санузел,1.0,0,toloka
1348855000816,http://labelimages.avito.ru/15470525344.jpg,15470525344,2,универсальная комната,1.0,0,toloka
1354533251271,http://labelimages.avito.ru/15484348488.jpg,15484348488,8,туалет,1.0,0,toloka
1354647250830,http://labelimages.avito.ru/15488055099.jpg,15488055099,12,балкон / лоджия,0.666666666666667,0,toloka
1347903000518,http://labelimages.avito.ru/15494418544.jpg,15494418544,1,кухня-гостиная,0.666666666666667,0,toloka
1355143001061,http://labelimages.avito.ru/15501196354.jpg,15501196354,4,спальня,0.666666666666667,0,toloka
1354855250133,http://labelimages.avito.ru/15508130370.jpg,15508130370,14,дом снаружи / двор,1.0,0,toloka
1354413002598,http://labelimages.avito.ru/15516638027.jpg,15516638027,12,балкон / лоджия,1.0,0,toloka
1358166000793,http://labelimages.avito.ru/15522277518.jpg,15522277518,3,гостиная,1.0,0,toloka
1345144751569,http://labelimages.avito.ru/15523277675.jpg,15523277675,3,гостиная,1.0,0,toloka
1355137250444,http://labelimages.avito.ru/15557284011.jpg,15557284011,6,детская,1.0,0,toloka
1358448750387,http://labelimages.avito.ru/15560149357.jpg,15560149357,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
1356597752007,http://labelimages.avito.ru/15570852029.jpg,15570852029,4,спальня,0.666666666666667,0,toloka
1355530504207,http://labelimages.avito.ru/15572548267.jpg,15572548267,6,детская,1.0,0,toloka
1358280255186,http://labelimages.avito.ru/15572829583.jpg,15572829583,7,ванная комната,0.666666666666667,0,toloka
1356039750422,http://labelimages.avito.ru/15577868548.jpg,15577868548,2,универсальная комната,0.666666666666667,0,toloka
1355681250148,http://labelimages.avito.ru/15585923985.jpg,15585923985,18,не могу дать ответ / не ясно,1.0,0,toloka
1358816251440,http://labelimages.avito.ru/15590083860.jpg,15590083860,4,спальня,1.0,0,toloka
1359110500137,http://labelimages.avito.ru/15598900990.jpg,15598900990,10,коридор / прихожая,1.0,0,toloka
1359431004653,http://labelimages.avito.ru/15604840931.jpg,15604840931,1,кухня-гостиная,0.666666666666667,0,toloka
1357315501032,http://labelimages.avito.ru/15608131359.jpg,15608131359,0,кухня / столовая,1.0,0,toloka
1359599000278,http://labelimages.avito.ru/15611109571.jpg,15611109571,18,не могу дать ответ / не ясно,1.0,0,toloka
1360020250743,http://labelimages.avito.ru/15621661481.jpg,15621661481,0,кухня / столовая,1.0,0,toloka
1360463502530,http://labelimages.avito.ru/15631443321.jpg,15631443321,16,другое,1.0,0,toloka
1360581253584,http://labelimages.avito.ru/15633720871.jpg,15633720871,8,туалет,1.0,0,toloka
1360936250287,http://labelimages.avito.ru/15639934771.jpg,15639934771,6,детская,0.666666666666667,0,toloka
1361218000095,http://labelimages.avito.ru/15647301811.jpg,15647301811,10,коридор / прихожая,1.0,0,toloka
1342817251241,http://labelimages.avito.ru/15662771917.jpg,15662771917,0,кухня / столовая,0.666666666666667,0,toloka
1362424500122,http://labelimages.avito.ru/15677643807.jpg,15677643807,9,совмещенный санузел,1.0,0,toloka
1362656503698,http://labelimages.avito.ru/15681715712.jpg,15681715712,0,кухня / столовая,0.666666666666667,0,toloka
1362653750333,http://labelimages.avito.ru/15682659531.jpg,15682659531,12,балкон / лоджия,0.666666666666667,0,toloka
1362881501030,http://labelimages.avito.ru/15690751354.jpg,15690751354,9,совмещенный санузел,1.0,0,toloka
1363723000769,http://labelimages.avito.ru/15712456156.jpg,15712456156,2,универсальная комната,0.666666666666667,0,toloka
1360021753052,http://labelimages.avito.ru/15718525535.jpg,15718525535,16,другое,0.666666666666667,0,toloka
1364037750212,http://labelimages.avito.ru/15723437255.jpg,15723437255,2,универсальная комната,0.666666666666667,0,toloka
1364256004036,http://labelimages.avito.ru/15727475323.jpg,15727475323,8,туалет,1.0,0,toloka
1364306252363,http://labelimages.avito.ru/15729106480.jpg,15729106480,4,спальня,1.0,0,toloka
1364821002251,http://labelimages.avito.ru/15741893968.jpg,15741893968,0,кухня / столовая,1.0,0,toloka
1367622500730,http://labelimages.avito.ru/15747141653.jpg,15747141653,17,предметы интерьера / быт.техника,1.0,0,toloka
1356020501330,http://labelimages.avito.ru/15758836602.jpg,15758836602,2,универсальная комната,0.666666666666667,0,toloka
1366143254887,http://labelimages.avito.ru/15775182884.jpg,15775182884,7,ванная комната,1.0,0,toloka
1371470255024,http://labelimages.avito.ru/15780955510.jpg,15780955510,3,гостиная,0.666666666666667,0,toloka
1366472500690,http://labelimages.avito.ru/15784093226.jpg,15784093226,19,комната без мебели,1.0,0,toloka
1366517504052,http://labelimages.avito.ru/15785498310.jpg,15785498310,2,универсальная комната,0.666666666666667,0,toloka
1366539253534,http://labelimages.avito.ru/15786502275.jpg,15786502275,9,совмещенный санузел,1.0,0,toloka
1346815751188,http://labelimages.avito.ru/15791083598.jpg,15791083598,12,балкон / лоджия,1.0,0,toloka
1371471759265,http://labelimages.avito.ru/15799137829.jpg,15799137829,13,вид из окна / с балкона,1.0,0,toloka
1366978751464,http://labelimages.avito.ru/15799162061.jpg,15799162061,1,кухня-гостиная,0.666666666666667,0,toloka
1259685000894,http://labelimages.avito.ru/15800243101.jpg,15800243101,14,дом снаружи / двор,1.0,0,toloka
1304944500410,http://labelimages.avito.ru/15803561203.jpg,15803561203,7,ванная комната,1.0,0,toloka
1367197253759,http://labelimages.avito.ru/15808235249.jpg,15808235249,13,вид из окна / с балкона,0.666666666666667,0,toloka
1364163500335,http://labelimages.avito.ru/15813624605.jpg,15813624605,1,кухня-гостиная,0.666666666666667,0,toloka
1367556501752,http://labelimages.avito.ru/15814399736.jpg,15814399736,10,коридор / прихожая,0.666666666666667,0,toloka
1367745001251,http://labelimages.avito.ru/15824062656.jpg,15824062656,15,подъезд / лестничная площадка,1.0,0,toloka
1357484251506,http://labelimages.avito.ru/15826172952.jpg,15826172952,13,вид из окна / с балкона,1.0,0,toloka
1362965500154,http://labelimages.avito.ru/15835510786.jpg,15835510786,9,совмещенный санузел,1.0,0,toloka
1368509500193,http://labelimages.avito.ru/15841377713.jpg,15841377713,10,коридор / прихожая,1.0,0,toloka
1368564750664,http://labelimages.avito.ru/15842011825.jpg,15842011825,15,подъезд / лестничная площадка,1.0,0,toloka
1368883751649,http://labelimages.avito.ru/15850624666.jpg,15850624666,19,комната без мебели,0.666666666666667,0,toloka
1369315002720,http://labelimages.avito.ru/15859488681.jpg,15859488681,4,спальня,1.0,0,toloka
1368905500837,http://labelimages.avito.ru/15872997639.jpg,15872997639,12,балкон / лоджия,1.0,0,toloka
1356695251808,http://labelimages.avito.ru/15877125380.jpg,15877125380,14,дом снаружи / двор,1.0,0,toloka
1369934250427,http://labelimages.avito.ru/15877561578.jpg,15877561578,8,туалет,1.0,0,toloka
1369982501259,http://labelimages.avito.ru/15879597816.jpg,15879597816,19,комната без мебели,1.0,0,toloka
1370207250742,http://labelimages.avito.ru/15883808459.jpg,15883808459,17,предметы интерьера / быт.техника,1.0,0,toloka
1306796000956,http://labelimages.avito.ru/15889050002.jpg,15889050002,10,коридор / прихожая,1.0,0,toloka
1368627753076,http://labelimages.avito.ru/15889154108.jpg,15889154108,7,ванная комната,0.666666666666667,0,toloka
1287084250021,http://labelimages.avito.ru/15895155992.jpg,15895155992,13,вид из окна / с балкона,0.666666666666667,0,toloka
1370898256110,http://labelimages.avito.ru/15906695787.jpg,15906695787,8,туалет,1.0,0,toloka
1267411000384,http://labelimages.avito.ru/15906842204.jpg,15906842204,8,туалет,0.666666666666667,0,toloka
1289386500506,http://labelimages.avito.ru/15922468856.jpg,15922468856,16,другое,1.0,0,toloka
1371469005923,http://labelimages.avito.ru/15922747682.jpg,15922747682,9,совмещенный санузел,1.0,0,toloka
1359955754683,http://labelimages.avito.ru/15924279145.jpg,15924279145,15,подъезд / лестничная площадка,1.0,0,toloka
1371667502992,http://labelimages.avito.ru/15930744672.jpg,15930744672,8,туалет,1.0,0,toloka
1371947000368,http://labelimages.avito.ru/15937301715.jpg,15937301715,15,подъезд / лестничная площадка,1.0,0,toloka
1373616006776,http://labelimages.avito.ru/15982855964.jpg,15982855964,9,совмещенный санузел,1.0,0,toloka
1373757250285,http://labelimages.avito.ru/15988092823.jpg,15988092823,9,совмещенный санузел,1.0,0,toloka
1371841253958,http://labelimages.avito.ru/15989774715.jpg,15989774715,18,не могу дать ответ / не ясно,0.666666666666667,0,toloka
1373920750116,http://labelimages.avito.ru/15991007687.jpg,15991007687,3,гостиная,1.0,0,toloka
1373965750909,http://labelimages.avito.ru/15991897320.jpg,15991897320,0,кухня / столовая,1.0,0,toloka
1374514501073,http://labelimages.avito.ru/16007238611.jpg,16007238611,3,гостиная,0.666666666666667,0,toloka
1374674001178,http://labelimages.avito.ru/16012119833.jpg,16012119833,5,кабинет,0.666666666666667,0,toloka
1375100250563,http://labelimages.avito.ru/16024899060.jpg,16024899060,4,спальня,1.0,0,toloka
1375150001836,http://labelimages.avito.ru/16025876950.jpg,16025876950,19,комната без мебели,1.0,0,toloka
1345350500751,http://labelimages.avito.ru/15278415410.jpg,15278415410,7,ванная комната,1.0,0,toloka
1346434250077,http://labelimages.avito.ru/15299387662.jpg,15299387662,2,универсальная комната,0.666666666666667,0,toloka
1271578000024,http://labelimages.avito.ru/15308220095.jpg,15308220095,14,дом снаружи / двор,1.0,0,toloka
1357780000643,http://labelimages.avito.ru/15310532596.jpg,15310532596,4,спальня,1.0,0,toloka
1302155001213,http://labelimages.avito.ru/15318199259.jpg,15318199259,6,детская,1.0,0,toloka
1347426501739,http://labelimages.avito.ru/15322136766.jpg,15322136766,0,кухня / столовая,1.0,0,toloka
1347751750294,http://labelimages.avito.ru/15326261766.jpg,15326261766,18,не могу дать ответ / не ясно,0.666666666666667,0,toloka
1329819501040,http://labelimages.avito.ru/15342485446.jpg,15342485446,18,не могу дать ответ / не ясно,0.666666666666667,0,toloka
1348540751433,http://labelimages.avito.ru/15351001905.jpg,15351001905,10,коридор / прихожая,1.0,0,toloka
1350404750402,http://labelimages.avito.ru/15351184335.jpg,15351184335,8,туалет,1.0,0,toloka
1354927751441,http://labelimages.avito.ru/15358647025.jpg,15358647025,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
1347217504192,http://labelimages.avito.ru/15369681334.jpg,15369681334,18,не могу дать ответ / не ясно,0.666666666666667,0,toloka
1351853750695,http://labelimages.avito.ru/15426427195.jpg,15426427195,3,гостиная,0.666666666666667,0,toloka
1344804751467,http://labelimages.avito.ru/15434474865.jpg,15434474865,19,комната без мебели,1.0,0,toloka
1352838500045,http://labelimages.avito.ru/15447800281.jpg,15447800281,8,туалет,0.666666666666667,0,toloka
1352871750513,http://labelimages.avito.ru/15448036591.jpg,15448036591,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
1346815500071,http://labelimages.avito.ru/15448903521.jpg,15448903521,2,универсальная комната,0.666666666666667,0,toloka
1353369752098,http://labelimages.avito.ru/15457775849.jpg,15457775849,3,гостиная,0.666666666666667,0,toloka
1356259250798,http://labelimages.avito.ru/15463688503.jpg,15463688503,6,детская,1.0,0,toloka
1356636751723,http://labelimages.avito.ru/15478362700.jpg,15478362700,0,кухня / столовая,0.666666666666667,0,toloka
1354480750235,http://labelimages.avito.ru/15483960114.jpg,15483960114,4,спальня,0.666666666666667,0,toloka
1354555250064,http://labelimages.avito.ru/15484441092.jpg,15484441092,0,кухня / столовая,0.666666666666667,0,toloka
1351059751742,http://labelimages.avito.ru/15486654342.jpg,15486654342,17,предметы интерьера / быт.техника,0.666666666666667,0,toloka
